,Unnamed: 0,d1,d2,type,split,smiles1,smiles2
96,96,DB01026,DB00278,5,training,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
93896,93896,DB00745,DB00546,5,training,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
156862,3329,DB06739,DB04846,34,testing,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O
8517,8517,DB00492,DB08808,66,training,CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
73726,73726,DB00476,DB01035,5,training,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
68,68,DB00939,DB00278,45,training,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
78297,78297,DB08899,DB00458,8,training,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
188500,34967,DB00188,DB00309,9,testing,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC
119862,4677,DB00945,DB00591,25,validation,CC(=O)OC1=CC=CC=C1C(O)=O,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
18214,18214,DB00500,DB13167,25,training,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1
178015,24482,DB01142,DB00317,8,testing,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
71174,71174,DB04855,DB01074,5,training,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
80799,80799,DB01618,DB00405,25,training,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
129807,14622,DB00287,DB01158,66,validation,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,CC[N+](C)(C)CC1=CC=CC=C1Br
152523,37338,DB00996,DB06690,25,validation,NCC1(CC(O)=O)CCCCC1,[O-][N+]#N
179310,25777,DB00458,DB01429,5,testing,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1
190441,36908,DB01241,DB06803,5,testing,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
75371,75371,DB08896,DB09053,9,training,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1
116663,1478,DB06204,DB00214,25,validation,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
43581,43581,DB13783,DB01158,12,training,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,CC[N+](C)(C)CC1=CC=CC=C1Br
43549,43549,DB00458,DB01158,25,training,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,CC[N+](C)(C)CC1=CC=CC=C1Br
89402,89402,DB00818,DB00604,75,training,CC(C)C1=CC=CC(C(C)C)=C1O,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
15452,15452,DB08899,DB00687,8,training,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
37757,37757,DB01240,DB08954,47,training,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])CC(O2)=CCCCC(O)=O,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1
3835,3835,DB00738,DB01155,75,training,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
87311,87311,DB01142,DB04855,75,training,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
150763,35578,DB04855,DB00745,5,validation,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
78327,78327,DB01558,DB00458,25,training,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
30916,30916,DB08899,DB01466,8,training,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
82004,82004,DB00474,DB00950,25,training,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
26277,26277,DB00540,DB00937,79,training,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CCN(CC)C(C)C(=O)C1=CC=CC=C1
50741,50741,DB00875,DB01618,25,training,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
88826,88826,DB00312,DB04868,8,training,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F
174042,20509,DB01264,DB01054,5,testing,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
10237,10237,DB00881,DB04846,66,training,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O
34976,34976,DB01245,DB00967,12,training,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
41986,41986,DB01141,DB06694,25,training,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C
160315,6782,DB00393,DB01240,66,testing,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])CC(O2)=CCCCC(O)=O
4305,4305,DB01708,DB00214,64,training,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
20165,20165,DB00722,DB01240,66,training,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])CC(O2)=CCCCC(O)=O
9552,9552,DB09218,DB00335,34,training,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
83940,83940,DB01227,DB00476,78,training,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
129008,13823,DB00875,DB00996,25,validation,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,NCC1(CC(O)=O)CCCCC1
8384,8384,DB00972,DB08808,34,training,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
168208,14675,DB01026,DB08932,9,testing,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1
30949,30949,DB00802,DB01466,25,training,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
14843,14843,DB01708,DB00655,25,training,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
89318,89318,DB00458,DB00604,75,training,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
179757,26224,DB01437,DB00458,25,testing,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
39399,39399,DB01232,DB01200,5,training,[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C
150907,35722,DB00227,DB00969,5,validation,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
13944,13944,DB01009,DB01708,25,training,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
149565,34380,DB04868,DB09123,5,validation,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H]
15687,15687,DB00939,DB01260,25,training,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
177489,23956,DB01141,DB00568,25,testing,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
11444,11444,DB01097,DB09215,25,training,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O
182734,29201,DB00312,DB04855,8,testing,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
167287,13754,DB00590,DB00996,66,testing,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,NCC1(CC(O)=O)CCCCC1
46478,46478,DB00936,DB00491,63,training,OC(=O)C1=CC=CC=C1O,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
99078,99078,DB00593,DB00660,25,training,CCC1(C)CC(=O)NC1=O,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
120221,5036,DB00169,DB00655,5,validation,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
99234,99234,DB00623,DB09017,25,training,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl
85316,85316,DB00474,DB01113,66,training,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1
15520,15520,DB00500,DB08970,25,training,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,[H][C@@]12CC(=C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
138153,22968,DB01026,DB01085,5,validation,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
19584,19584,DB13783,DB00287,12,training,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F
172557,19024,DB01142,DB01408,25,testing,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C
109298,109298,DB00559,DB09143,8,training,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1
102943,102943,DB00091,DB00294,5,training,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
103061,103061,DB00745,DB00255,8,training,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
7684,7684,DB01182,DB01214,9,training,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
18829,18829,DB00474,DB00091,6,training,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
79952,79952,DB01351,DB05271,77,training,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
186487,32954,DB00818,DB13872,25,testing,CC(C)C1=CC=CC(C(C)C)=C1O,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl
154521,988,DB01047,DB01044,25,testing,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
121,121,DB11636,DB00278,12,training,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
180587,27054,DB00623,DB00405,25,testing,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
17326,17326,DB01180,DB06739,25,training,[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O
161012,7479,DB00871,DB00880,64,testing,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
139490,24305,DB00503,DB00455,5,validation,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
28675,28675,DB00398,DB01009,5,training,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
89634,89634,DB01036,DB06402,75,training,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O
180893,27360,DB00950,DB01176,25,testing,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
184855,31322,DB08899,DB00619,8,testing,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
7699,7699,DB01158,DB01214,51,training,CC[N+](C)(C)CC1=CC=CC=C1Br,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
46941,46941,DB00540,DB00738,75,training,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
26280,26280,DB00458,DB00937,79,training,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,CCN(CC)C(C)C(=O)C1=CC=CC=C1
69791,69791,DB01583,DB01142,49,training,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12
18127,18127,DB00586,DB01047,25,training,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
126900,11715,DB01578,DB01338,76,validation,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(C=O)N=C(O)C1=C(I)C(N=C(C)O)=C(I)C(N(C)C(C)=O)=C1I,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1
182570,29037,DB00872,DB00435,25,testing,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,[N]=O
110498,110498,DB01118,DB00820,9,training,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
128998,13813,DB00251,DB00996,25,validation,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,NCC1(CC(O)=O)CCCCC1
22,22,DB00559,DB00278,8,training,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2
172611,19078,DB04846,DB09080,36,testing,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1
179487,25954,DB00169,DB01195,5,testing,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
8515,8515,DB01275,DB08808,66,training,NNC1=NN=CC2=CC=CC=C12,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
47855,47855,DB01264,DB01016,5,training,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
34297,34297,DB00745,DB01036,5,training,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
47764,47764,DB01118,DB01016,5,training,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
